code,total_score,trend,reversion,volume,close,stop_loss,date
sh.510050,0.643,0.8,0.0,1.0,3.134,3.05,2026-02-25
sz.300843,0.643,0.8,0.0,1.0,59.14,52.81,2026-02-25
sh.601696,0.643,0.8,0.0,1.0,14.35,13.51,2026-02-25
sh.601866,0.643,0.8,0.0,1.0,2.89,2.73,2026-02-25
sz.002930,0.643,0.8,0.0,1.0,13.5,12.66,2026-02-25
sh.600216,0.643,0.8,0.0,1.0,16.57,15.69,2026-02-25
sz.000002,0.643,0.8,0.0,1.0,5.0,4.69,2026-02-25
sz.002302,0.643,0.8,0.0,1.0,6.47,6.09,2026-02-25
sz.002285,0.643,0.8,0.0,1.0,3.06,2.81,2026-02-25
sz.002793,0.643,0.8,0.0,1.0,5.03,4.7,2026-02-24
sz.300706,0.643,0.8,0.0,1.0,45.88,40.43,2026-02-25
sh.603138,0.643,0.8,0.0,1.0,22.33,19.66,2026-02-25
sh.603181,0.643,0.8,0.0,1.0,17.59,16.38,2026-02-25
sh.605589,0.643,0.8,0.0,1.0,34.21,31.92,2026-02-25
sz.002539,0.643,0.8,0.0,1.0,16.6,15.14,2026-02-25
sh.600388,0.643,0.8,0.0,1.0,20.22,18.96,2026-02-25
sz.002730,0.643,0.8,0.0,1.0,16.96,16.25,2026-02-25
sz.000636,0.643,0.8,0.0,1.0,25.74,23.32,2026-02-25
sh.601975,0.643,0.8,0.0,1.0,4.07,3.72,2026-02-25
sh.600010,0.643,0.8,0.0,1.0,2.93,2.7,2026-02-25
sz.159870,0.643,0.8,0.0,1.0,0.954,0.9,2026-02-25
sz.000657,0.643,0.8,0.0,1.0,58.83,52.11,2026-02-25
sh.600111,0.643,0.8,0.0,1.0,60.43,54.73,2026-02-25
sz.159766,0.643,0.5,1.0,0.5,0.776,0.74,2026-02-25
sh.600722,0.643,0.8,0.0,1.0,9.94,8.56,2026-02-25
sh.600172,0.643,0.8,0.0,1.0,8.82,7.78,2026-02-24
sh.511110,0.643,0.8,0.0,1.0,101.545,101.35,2026-02-24
sh.600708,0.643,0.8,0.0,1.0,4.41,4.0,2026-02-25
sh.600710,0.643,0.8,0.0,1.0,12.81,12.02,2026-02-24
sz.002358,0.643,0.8,0.0,1.0,8.98,8.09,2026-02-25
sh.510880,0.643,0.8,0.0,1.0,3.194,3.1,2026-02-25
sz.300395,0.643,0.8,0.0,1.0,123.58,109.54,2026-02-25
sz.300468,0.643,0.8,0.0,1.0,36.19,33.05,2026-02-25
sz.300438,0.643,0.8,0.0,1.0,47.85,42.73,2026-02-25
sh.516160,0.643,0.8,0.0,1.0,3.132,2.97,2026-02-25
sh.515080,0.643,0.8,0.0,1.0,1.629,1.59,2026-02-25
sh.600026,0.643,0.8,0.0,1.0,20.15,18.25,2026-02-25
sh.516020,0.643,0.8,0.0,1.0,1.014,0.96,2026-02-25
sh.600751,0.643,0.8,0.0,1.0,4.2,3.86,2026-02-25
sz.300127,0.643,0.8,0.0,1.0,38.18,34.76,2026-02-25
sz.300197,0.643,0.8,0.0,1.0,1.89,1.78,2026-02-25
sz.300111,0.643,0.8,0.0,1.0,4.78,4.21,2026-02-25
sz.300067,0.643,0.8,0.0,1.0,5.8,5.23,2026-02-25
sz.300066,0.643,0.8,0.0,1.0,8.03,7.33,2026-02-25
sz.001301,0.643,0.8,0.0,1.0,80.38,74.68,2026-02-25
sz.000967,0.643,0.8,0.0,1.0,8.01,7.54,2026-02-25
sz.000899,0.643,0.8,0.0,1.0,12.07,11.38,2026-02-25
sz.000831,0.643,0.8,0.0,1.0,62.71,56.69,2026-02-25
sh.600980,0.643,0.8,0.0,1.0,26.7,24.89,2026-02-25
sz.300257,0.643,0.8,0.0,1.0,22.69,20.86,2026-02-25
sh.516120,0.643,0.8,0.0,1.0,1.037,0.98,2026-02-25
sh.603738,0.643,0.8,0.0,1.0,19.2,18.03,2026-02-25
sh.600339,0.643,0.8,0.0,1.0,4.28,3.93,2026-02-25
sz.301150,0.643,0.8,0.0,1.0,49.4,44.63,2026-02-25
sh.600397,0.643,0.8,0.0,1.0,18.74,16.99,2026-02-25
sh.600392,0.643,0.8,0.0,1.0,31.58,28.35,2026-02-25
sh.603826,0.643,0.8,0.0,1.0,20.57,18.95,2026-02-25
sz.301487,0.643,0.8,0.0,1.0,25.08,23.44,2026-02-25
sz.301256,0.643,0.8,0.0,1.0,17.07,15.03,2026-02-25
sz.301377,0.643,0.8,0.0,1.0,212.5,185.9,2026-02-25
sh.605006,0.643,0.8,0.0,1.0,10.69,9.73,2026-02-25
sh.603328,0.643,0.8,0.0,1.0,13.21,12.34,2026-02-25
sh.512000,0.607,0.3,0.5,1.0,0.563,0.54,2026-02-25
sz.159842,0.607,0.3,0.5,1.0,1.118,1.08,2026-02-25
sh.603363,0.536,0.5,0.0,1.0,4.16,3.92,2026-02-25
sh.603901,0.536,0.5,0.0,1.0,14.72,13.84,2026-02-24
sh.600399,0.536,0.5,0.0,1.0,6.84,6.13,2026-02-25
sh.603601,0.536,1.0,0.0,0.5,13.02,11.13,2026-02-25
sh.603505,0.536,0.5,0.0,1.0,20.66,19.24,2026-02-25
sz.301219,0.536,0.5,0.0,1.0,75.93,69.39,2026-02-25
sh.603727,0.536,0.5,0.0,1.0,17.86,16.6,2026-02-24
sh.600336,0.536,0.5,0.0,1.0,7.96,7.34,2026-02-24
sz.002572,0.536,0.5,0.0,1.0,14.6,13.84,2026-02-25
sz.002565,0.536,0.5,0.0,1.0,15.97,13.33,2026-02-25
sh.000071,0.536,0.5,0.0,1.0,6166.6764,5774.49,2026-02-25
sz.301137,0.536,0.5,0.0,1.0,53.33,47.73,2026-02-25
sz.301155,0.536,0.5,0.0,1.0,76.8,69.71,2026-02-24
sh.603806,0.536,0.5,0.0,1.0,18.24,16.57,2026-02-25
sz.000932,0.536,0.5,0.0,1.0,6.41,5.93,2026-02-25
sz.000930,0.536,1.0,0.0,0.5,6.79,6.38,2026-02-25
sz.000882,0.536,0.5,0.0,1.0,1.97,1.88,2026-02-25
sz.000875,0.536,1.0,0.0,0.5,7.51,6.89,2026-02-25
sz.000825,0.536,0.5,0.0,1.0,5.14,4.72,2026-02-25
sh.601619,0.536,1.0,0.0,0.5,6.66,5.93,2026-02-25
sh.601618,0.536,0.5,0.0,1.0,3.14,2.97,2026-02-25
sh.601609,0.536,0.5,0.0,1.0,11.77,10.88,2026-02-25
sh.601015,0.536,0.5,0.0,1.0,4.99,4.35,2026-02-25
sz.300255,0.536,0.5,0.0,1.0,46.63,40.55,2026-02-25
sz.300215,0.536,1.0,0.0,0.5,10.29,9.03,2026-02-25
sz.300204,0.536,1.0,0.0,0.5,27.05,24.39,2026-02-25
sz.300191,0.536,0.5,0.0,1.0,34.91,30.27,2026-02-24
sz.300189,0.536,0.5,0.0,1.0,7.61,6.6,2026-02-24
sz.300185,0.536,1.0,0.0,0.5,3.09,2.93,2026-02-25
sz.301007,0.536,0.5,0.0,1.0,39.59,36.54,2026-02-25
sz.399806,0.536,1.0,0.0,0.5,1553.7282,1498.53,2026-02-25
sz.300278,0.536,0.5,0.0,1.0,5.73,5.36,2026-02-24
sz.300316,0.536,0.5,0.0,1.0,53.7,46.82,2026-02-25
sz.300263,0.536,0.5,0.0,1.0,11.97,10.79,2026-02-25
sz.300261,0.536,0.5,0.0,1.0,7.44,6.9,2026-02-25
sz.001696,0.536,0.5,0.0,1.0,20.96,19.76,2026-02-24
sz.001288,0.536,1.0,0.0,0.5,38.44,34.49,2026-02-24
sz.300130,0.536,0.5,0.0,1.0,27.5,25.79,2026-02-25
sh.600869,0.536,1.0,0.0,0.5,14.26,12.79,2026-02-25
sz.000969,0.536,0.5,0.0,1.0,24.86,22.94,2026-02-25
sz.000960,0.536,0.5,0.0,1.0,40.21,35.38,2026-02-25
sz.002108,0.536,0.5,0.0,1.0,5.12,4.79,2026-02-25
sz.002109,0.536,1.0,0.0,0.5,4.44,4.08,2026-02-25
sz.300070,0.536,0.5,0.0,1.0,4.16,4.02,2026-02-25
sz.300048,0.536,0.5,0.0,1.0,7.4,6.89,2026-02-25
sz.001258,0.536,0.5,0.0,1.0,7.9,7.55,2026-02-24
sz.001227,0.536,0.5,0.0,1.0,2.31,2.25,2026-02-25
sz.300355,0.536,0.5,0.0,1.0,4.19,4.03,2026-02-25
sh.000909,0.536,0.5,0.0,1.0,4792.9682,4465.24,2026-02-25
sh.000827,0.536,1.0,0.0,0.5,1990.4969,1907.69,2026-02-25
sz.300481,0.536,0.5,0.0,1.0,17.96,16.87,2026-02-25
sh.515100,0.536,0.5,0.0,1.0,1.459,1.43,2026-02-24
sh.601113,0.536,0.5,0.0,1.0,4.93,4.61,2026-02-25
sh.601096,0.536,1.0,0.0,0.5,6.36,5.79,2026-02-25
sz.000966,0.536,1.0,0.0,0.5,4.62,4.43,2026-02-24
sz.300003,0.536,0.5,0.0,1.0,18.33,17.21,2026-02-25
sh.600855,0.536,0.5,0.0,1.0,20.03,18.15,2026-02-25
sh.600866,0.536,0.5,0.0,1.0,7.61,7.27,2026-02-25
sh.600828,0.536,0.5,0.0,1.0,6.49,5.43,2026-02-25
sz.002068,0.536,0.5,0.0,1.0,9.8,9.03,2026-02-25
sz.002075,0.536,0.5,0.0,1.0,5.73,5.36,2026-02-25
sz.300034,0.536,0.5,0.0,1.0,21.99,19.78,2026-02-25
sz.300377,0.536,0.5,0.0,1.0,22.42,20.0,2026-02-25
sh.600955,0.536,0.5,0.0,1.0,21.25,19.12,2026-02-24
sz.002051,0.536,0.5,0.0,1.0,8.72,8.32,2026-02-25
sz.159928,0.536,0.5,0.0,1.0,0.775,0.75,2026-02-25
sh.600929,0.536,1.0,0.0,0.5,6.38,6.06,2026-02-25
sh.600117,0.536,0.5,0.0,1.0,2.98,2.8,2026-02-25
sh.600775,0.536,1.0,0.0,0.5,14.82,13.56,2026-02-25
sh.600763,0.536,1.0,0.0,0.5,51.96,48.77,2026-02-25
sh.600048,0.536,0.5,0.0,1.0,6.96,6.54,2026-02-25
sh.600758,0.536,1.0,0.0,0.5,3.93,3.7,2026-02-25
sh.600754,0.536,0.5,0.0,1.0,27.21,25.25,2026-02-24
sz.002110,0.536,0.5,0.0,1.0,4.5,4.15,2026-02-25
sh.600076,0.536,0.5,0.0,1.0,4.04,3.53,2026-02-25
sz.159652,0.536,0.5,0.0,1.0,2.029,1.85,2026-02-25
sz.000709,0.536,0.5,0.0,1.0,2.59,2.42,2026-02-25
sz.000661,0.536,0.5,0.0,1.0,97.26,92.43,2026-02-25
sh.600123,0.536,1.0,0.0,0.5,6.32,6.0,2026-02-25
sz.000629,0.536,0.5,0.0,1.0,4.13,3.77,2026-02-25
sz.000655,0.536,0.5,0.0,1.0,10.95,10.03,2026-02-25
sz.000816,0.536,0.5,0.0,1.0,4.04,3.67,2026-02-25
sh.601949,0.536,0.5,0.0,1.0,7.37,6.8,2026-02-25
sz.000723,0.536,1.0,0.0,0.5,5.07,4.69,2026-02-25
sz.000718,0.536,0.5,0.0,1.0,2.41,2.28,2026-02-25
sz.002989,0.536,0.5,0.0,1.0,30.28,27.54,2026-02-25
sz.002195,0.536,1.0,0.0,0.5,10.57,9.51,2026-02-25
sz.002194,0.536,0.5,0.0,1.0,12.76,11.86,2026-02-25
sz.002173,0.536,1.0,0.0,0.5,30.12,26.9,2026-02-25
sh.600792,0.536,1.0,0.0,0.5,4.86,4.4,2026-02-25
sz.002386,0.536,1.0,0.0,0.5,6.4,6.0,2026-02-25
sz.003035,0.536,0.5,0.0,1.0,7.24,6.48,2026-02-25
sz.002978,0.536,0.5,0.0,1.0,41.23,38.04,2026-02-25
sz.300604,0.536,0.5,0.0,1.0,139.98,125.57,2026-02-25
sh.000987,0.536,0.5,0.0,1.0,6034.9224,5662.08,2026-02-25
sh.603108,0.536,0.5,0.0,1.0,16.44,14.8,2026-02-25
sz.000547,0.536,0.5,0.0,1.0,30.34,26.0,2026-02-25
sz.000060,0.536,0.5,0.0,1.0,7.85,7.04,2026-02-25
sz.000036,0.536,0.5,0.0,1.0,6.07,5.3,2026-02-25
sz.300855,0.536,1.0,0.0,0.5,42.0,37.62,2026-02-25
sz.000717,0.536,0.5,0.0,1.0,2.74,2.57,2026-02-25
sh.601908,0.536,0.5,0.0,1.0,4.07,3.72,2026-02-25
sh.601778,0.536,0.5,0.0,1.0,4.63,4.15,2026-02-25
sz.002941,0.536,0.5,0.0,1.0,16.36,15.53,2026-02-25
sz.002916,0.536,0.5,0.0,1.0,258.5,231.87,2026-02-24
sh.600649,0.536,0.5,0.0,1.0,5.63,5.13,2026-02-25
sh.600645,0.536,0.5,0.0,1.0,26.09,24.66,2026-02-24
sz.002324,0.536,0.5,0.0,1.0,18.37,16.94,2026-02-25
sz.002274,0.536,1.0,0.0,0.5,6.51,6.12,2026-02-25
sz.002271,0.536,0.5,0.0,1.0,18.75,17.18,2026-02-25
sz.002840,0.536,1.0,0.0,0.5,9.86,9.5,2026-02-24
sz.002833,0.536,0.5,0.0,1.0,19.2,18.3,2026-02-25
sh.605358,0.536,0.5,0.0,1.0,41.72,37.97,2026-02-25
sh.605377,0.536,1.0,0.0,0.5,9.14,8.65,2026-02-25
sh.000070,0.536,1.0,0.0,0.5,3181.8677,3018.03,2026-02-24
sz.000560,0.536,0.5,0.0,1.0,3.62,3.33,2026-02-25
sh.000128,0.536,1.0,0.0,0.5,10072.2868,9746.56,2026-02-25
sz.300617,0.536,1.0,0.0,0.5,57.7,49.91,2026-02-25
sz.300618,0.536,0.5,0.0,1.0,53.0,47.94,2026-02-25
sh.600526,0.536,0.5,0.0,1.0,5.87,5.62,2026-02-24
sh.600516,0.536,0.5,0.0,1.0,5.96,5.54,2026-02-25
sh.600497,0.536,0.5,0.0,1.0,10.0,8.97,2026-02-25
sz.002483,0.536,0.5,0.0,1.0,7.63,7.26,2026-02-24
sz.002452,0.536,1.0,0.0,0.5,10.71,10.0,2026-02-25
sz.002458,0.536,0.5,0.0,1.0,9.75,9.25,2026-02-24
sh.600577,0.536,0.5,0.0,1.0,14.93,13.69,2026-02-25
sh.600569,0.536,0.5,0.0,1.0,2.66,2.46,2026-02-25
sz.002677,0.536,0.5,0.0,1.0,9.43,8.65,2026-02-25
sz.002556,0.536,1.0,0.0,0.5,6.69,6.28,2026-02-25
sz.002541,0.536,0.5,0.0,1.0,22.92,21.11,2026-02-25
sh.600300,0.536,0.5,0.0,1.0,3.73,3.53,2026-02-25
sh.600259,0.536,1.0,0.0,0.5,95.64,85.09,2026-02-25
sh.600230,0.536,1.0,0.0,0.5,23.5,20.75,2026-02-25
sz.002733,0.536,0.5,0.0,1.0,21.38,20.14,2026-02-25
sz.300852,0.536,1.0,0.0,0.5,50.91,45.97,2026-02-25
sz.300737,0.536,0.5,0.0,1.0,8.19,7.32,2026-02-25
sz.300720,0.536,0.5,0.0,1.0,36.99,32.89,2026-02-25
sh.600433,0.536,1.0,0.0,0.5,3.61,3.4,2026-02-25
sz.002522,0.536,1.0,0.0,0.5,6.38,5.94,2026-02-25
sz.002488,0.536,0.5,0.0,1.0,13.28,12.15,2026-02-25
sz.002487,0.536,0.5,0.0,1.0,65.33,59.94,2026-02-24
sh.600549,0.536,0.5,0.0,1.0,64.13,56.7,2026-02-25
sh.600189,0.536,0.5,0.0,1.0,8.82,8.29,2026-02-25
sh.600179,0.536,0.5,0.0,1.0,5.07,4.69,2026-02-25
sz.399235,0.536,1.0,0.0,0.5,1155.3576,1116.41,2026-02-25
sz.399644,0.536,1.0,0.0,0.5,3789.0447,3684.03,2026-02-25
sz.399637,0.536,0.5,0.0,1.0,1920.0148,1822.47,2026-02-25
sz.399382,0.536,0.5,0.0,1.0,4581.1103,4298.42,2026-02-25
sz.300938,0.536,1.0,0.0,0.5,36.6,32.66,2026-02-25
sz.399665,0.536,1.0,0.0,0.5,2568.0165,2496.62,2026-02-25
sh.603283,0.536,0.5,0.0,1.0,50.53,46.11,2026-02-25
sh.000025,0.536,0.5,0.0,1.0,1734.0034,1697.45,2026-02-24
sh.603279,0.536,0.5,0.0,1.0,18.94,17.54,2026-02-25
sh.603211,0.536,0.5,0.0,1.0,22.8,20.64,2026-02-24
sh.603196,0.536,0.5,0.0,1.0,26.39,24.24,2026-02-24
sh.000033,0.536,0.5,0.0,1.0,4429.658,4143.82,2026-02-25
sh.605178,0.536,0.5,0.0,1.0,74.78,67.17,2026-02-25
sh.605098,0.536,0.5,0.0,1.0,47.03,43.86,2026-02-25
sz.399241,0.536,0.5,0.0,1.0,1310.4568,1248.41,2026-02-25
sh.600017,0.5,0.5,0.5,0.5,3.16,3.04,2026-02-25
sh.600008,0.5,0.0,0.5,1.0,3.11,3.02,2026-02-25
sz.002181,0.5,0.5,0.5,0.5,11.05,9.37,2026-02-25
sz.300401,0.5,0.5,0.5,0.5,17.08,15.4,2026-02-25
sz.300539,0.5,0.5,0.5,0.5,34.13,30.11,2026-02-25
sz.399636,0.464,0.8,0.0,0.5,8534.9697,8174.73,2026-02-25
sz.399629,0.464,0.8,0.0,0.5,3180.7576,3082.21,2026-02-25
sz.399615,0.464,0.8,0.0,0.5,4575.708,4397.98,2026-02-25
sz.399613,0.464,0.8,0.0,0.5,3995.0133,3784.37,2026-02-25
sz.399608,0.464,0.8,0.0,0.5,4476.4733,4309.49,2026-02-25
sz.399440,0.464,0.3,0.0,1.0,1629.6068,1549.76,2026-02-25
sz.399428,0.464,0.8,0.0,0.5,4984.1477,4800.57,2026-02-25
sz.399410,0.464,0.8,0.0,0.5,3525.6542,3336.81,2026-02-25
sh.000053,0.464,0.8,0.0,0.5,12544.9667,12249.36,2026-02-24
sh.603612,0.464,0.8,0.0,0.5,33.42,30.26,2026-02-25
sh.605228,0.464,0.3,0.0,1.0,14.55,13.44,2026-02-24
sz.399682,0.464,0.8,0.0,0.5,2057.849,1977.86,2026-02-25
sh.603876,0.464,0.8,0.0,0.5,19.73,17.7,2026-02-25
sh.603867,0.464,0.8,0.0,0.5,33.16,30.56,2026-02-25
sh.603800,0.464,0.3,0.0,1.0,41.32,37.24,2026-02-25
sh.603799,0.464,0.3,0.0,1.0,77.47,70.63,2026-02-25
sh.603757,0.464,0.8,0.0,0.5,44.73,40.89,2026-02-25
sh.603688,0.464,0.8,0.0,0.5,49.63,45.4,2026-02-25
sz.002643,0.464,0.3,0.0,1.0,17.8,16.64,2026-02-25
sh.600366,0.464,0.3,0.0,1.0,15.05,13.88,2026-02-25
sh.600363,0.464,0.3,0.0,1.0,65.53,59.93,2026-02-25
sh.600353,0.464,0.8,0.0,0.5,19.11,17.48,2026-02-25
sh.600340,0.464,0.8,0.0,0.5,1.75,1.54,2026-02-25
sh.600331,0.464,0.8,0.0,0.5,19.47,17.49,2026-02-25
sz.002606,0.464,0.8,0.0,0.5,13.02,11.91,2026-02-25
sz.002601,0.464,0.3,0.0,1.0,22.89,21.1,2026-02-25
sh.603386,0.464,0.3,0.0,1.0,15.53,14.41,2026-02-25
sz.002585,0.464,0.3,0.0,1.0,7.95,7.23,2026-02-25
sz.002580,0.464,0.8,0.0,0.5,13.42,12.81,2026-02-25
sz.002583,0.464,0.3,0.0,1.0,11.02,10.49,2026-02-24
sh.600416,0.464,0.3,0.0,1.0,14.84,13.74,2026-02-25
sh.600409,0.464,0.8,0.0,0.5,8.8,7.95,2026-02-25
sh.600395,0.464,0.8,0.0,0.5,5.87,5.49,2026-02-24
sz.002533,0.464,0.8,0.0,0.5,14.95,13.95,2026-02-25
sz.002536,0.464,0.8,0.0,0.5,29.85,26.42,2026-02-25
sh.600292,0.464,0.8,0.0,0.5,16.01,14.97,2026-02-25
sh.600308,0.464,0.3,0.0,1.0,4.24,4.01,2026-02-25
sh.600256,0.464,0.8,0.0,0.5,5.83,5.5,2026-02-25
sz.002741,0.464,0.3,0.0,1.0,23.28,21.68,2026-02-25
sz.002735,0.464,0.3,0.0,1.0,18.36,16.66,2026-02-25
sz.002624,0.464,0.8,0.0,0.5,21.19,18.93,2026-02-25
sz.002645,0.464,0.3,0.0,1.0,17.15,15.69,2026-02-25
sh.600482,0.464,0.8,0.0,0.5,33.42,30.67,2026-02-25
sh.600468,0.464,0.8,0.0,0.5,7.62,7.07,2026-02-25
sz.002531,0.464,0.8,0.0,0.5,9.81,9.08,2026-02-25
sz.002520,0.464,0.8,0.0,0.5,6.98,6.52,2026-02-25
sz.002498,0.464,0.8,0.0,0.5,8.2,7.36,2026-02-25
sz.002506,0.464,0.8,0.0,0.5,4.74,4.04,2026-02-24
sh.600545,0.464,0.8,0.0,0.5,3.38,3.06,2026-02-25
sh.600207,0.464,0.8,0.0,0.5,5.42,4.96,2026-02-25
sz.002895,0.464,0.3,0.0,1.0,44.0,40.21,2026-02-25
sz.002886,0.464,0.8,0.0,0.5,24.43,22.85,2026-02-25
sz.002843,0.464,0.3,0.0,1.0,20.88,19.08,2026-02-25
sz.002837,0.464,0.8,0.0,0.5,109.72,97.04,2026-02-25
sz.002797,0.464,0.3,0.0,1.0,7.41,7.12,2026-02-25
sz.002757,0.464,0.8,0.0,0.5,23.11,20.17,2026-02-25
sz.002703,0.464,0.8,0.0,0.5,25.05,22.22,2026-02-25
sz.002497,0.464,0.8,0.0,0.5,28.98,26.06,2026-02-25
sz.002484,0.464,0.3,0.0,1.0,33.4,30.35,2026-02-25
sz.002478,0.464,0.8,0.0,0.5,11.55,10.33,2026-02-25
sz.002470,0.464,0.8,0.0,0.5,2.56,2.36,2026-02-25
sz.002463,0.464,0.3,0.0,1.0,77.6,70.63,2026-02-25
sh.600590,0.464,0.8,0.0,0.5,14.01,12.44,2026-02-25
sh.600567,0.464,0.3,0.0,1.0,1.73,1.66,2026-02-25
sz.002438,0.464,0.8,0.0,0.5,18.95,17.13,2026-02-25
sz.002432,0.464,0.8,0.0,0.5,44.91,42.57,2026-02-25
sz.002421,0.464,0.8,0.0,0.5,2.97,2.8,2026-02-25
sz.002416,0.464,0.8,0.0,0.5,13.86,13.06,2026-02-25
sz.002407,0.464,0.3,0.0,1.0,31.76,28.82,2026-02-25
sz.002402,0.464,0.3,0.0,1.0,36.75,34.37,2026-02-25
sz.002384,0.464,0.8,0.0,0.5,79.52,71.13,2026-02-25
sz.002378,0.464,0.8,0.0,0.5,33.55,29.95,2026-02-25
sz.002364,0.464,0.8,0.0,0.5,35.48,31.42,2026-02-25
sz.002353,0.464,0.8,0.0,0.5,103.7,91.71,2026-02-24
sh.600682,0.464,0.3,0.0,1.0,7.36,6.9,2026-02-25
sh.600683,0.464,0.8,0.0,0.5,7.47,6.69,2026-02-25
sh.600163,0.464,0.8,0.0,0.5,6.16,5.78,2026-02-24
sh.600150,0.464,0.8,0.0,0.5,38.1,36.07,2026-02-25
sz.159201,0.464,0.8,0.0,0.5,1.354,1.3,2026-02-25
sz.002971,0.464,0.8,0.0,0.5,33.75,31.24,2026-02-25
sz.002937,0.464,0.8,0.0,0.5,25.62,23.06,2026-02-25
sz.002922,0.464,0.8,0.0,0.5,46.45,41.25,2026-02-25
sz.002919,0.464,0.8,0.0,0.5,26.97,24.45,2026-02-25
sz.002897,0.464,0.8,0.0,0.5,60.2,54.72,2026-02-25
sh.600206,0.464,0.3,0.0,1.0,24.96,23.32,2026-02-25
sz.002350,0.464,0.8,0.0,0.5,10.18,9.43,2026-02-25
sz.002348,0.464,0.8,0.0,0.5,7.57,7.0,2026-02-25
sz.002312,0.464,0.3,0.0,1.0,13.75,12.81,2026-02-25
sz.002309,0.464,0.8,0.0,0.5,3.47,3.17,2026-02-25
sz.002315,0.464,0.0,1.0,0.5,45.05,40.67,2026-02-25
sz.002300,0.464,0.8,0.0,0.5,9.65,8.76,2026-02-25
sz.002297,0.464,0.8,0.0,0.5,13.63,12.35,2026-02-25
sz.002272,0.464,0.8,0.0,0.5,17.46,15.69,2026-02-25
sh.600742,0.464,0.8,0.0,0.5,10.93,10.44,2026-02-25
sh.600110,0.464,0.8,0.0,0.5,8.17,7.51,2026-02-25
sh.600089,0.464,0.8,0.0,0.5,30.22,27.57,2026-02-25
sh.600096,0.464,0.3,0.0,1.0,43.3,39.91,2026-02-25
sz.159755,0.464,0.3,0.0,1.0,1.118,1.06,2026-02-25
sz.159608,0.464,0.3,0.0,1.0,1.326,1.22,2026-02-25
