code,total_score,trend,reversion,volume,close,stop_loss,rsi,mom_20,date,rsi_rank,mom_rank
sh.603048,0.471,0.8,0.0,0.5,23.73,22.11,71.53,0.0551,2026-02-26,0.805111821086262,0.6357827476038339
sh.603067,0.471,0.8,0.0,0.5,42.2,36.22,69.01,0.1347,2026-02-26,0.7156549520766773,0.84185303514377
sh.603058,0.471,0.8,0.0,0.5,13.26,11.72,71.06,0.1561,2026-02-26,0.7939297124600639,0.865814696485623
sh.603057,0.471,0.8,0.0,0.5,33.22,29.04,76.2,0.1322,2026-02-26,0.8993610223642172,0.8354632587859425
sh.603019,0.471,0.8,0.0,0.5,92.03,84.86,55.32,-0.05,2026-02-26,0.20447284345047922,0.11501597444089456
sh.601958,0.471,0.8,0.0,0.5,22.3,19.5,65.98,0.1602,2026-02-26,0.5990415335463258,0.8738019169329073
sh.603045,0.471,0.8,0.0,0.5,31.23,27.82,77.12,0.2487,2026-02-26,0.9185303514376997,0.9376996805111821
sh.601918,0.471,0.8,0.0,0.5,7.53,6.98,61.68,0.0664,2026-02-26,0.43210862619808305,0.670926517571885
sh.603005,0.471,0.8,0.0,0.5,35.22,31.68,70.43,0.1321,2026-02-26,0.7715654952076677,0.8338658146964856
sh.601868,0.471,0.8,0.0,0.5,2.5,2.38,65.29,-0.004,2026-02-26,0.5686900958466453,0.3083067092651757
sz.300788,0.471,0.8,0.0,0.5,44.16,39.0,86.32,0.4764,2026-02-26,0.9888178913738019,0.9904153354632588
sz.300508,0.471,0.8,0.0,0.5,47.77,41.71,68.74,0.1925,2026-02-26,0.6996805111821086,0.8993610223642172
sz.300487,0.471,0.8,0.0,0.5,73.99,67.5,67.55,0.0186,2026-02-26,0.6669329073482428,0.4281150159744409
sz.300488,0.471,0.8,0.0,0.5,35.58,33.05,72.54,0.0245,2026-02-26,0.8298722044728435,0.4728434504792332
sz.300470,0.471,0.8,0.0,0.5,39.76,37.77,69.48,0.0229,2026-02-26,0.7428115015974441,0.4528753993610224
sh.605020,0.471,0.8,0.0,0.5,30.23,28.02,68.54,0.0644,2026-02-26,0.6916932907348243,0.6645367412140575
sh.605056,0.471,0.8,0.0,0.5,24.09,21.18,65.56,0.2613,2026-02-26,0.5782747603833865,0.9456869009584664
sh.605066,0.471,0.8,0.0,0.5,8.82,8.14,65.96,0.0601,2026-02-26,0.597444089456869,0.6549520766773163
sh.605060,0.471,0.8,0.0,0.5,73.0,61.7,87.77,0.8296,2026-02-26,0.9936102236421726,0.9984025559105432
sh.603950,0.471,0.8,0.0,0.5,40.46,35.13,69.4,0.2038,2026-02-26,0.737220447284345,0.9105431309904153
sh.605011,0.471,0.8,0.0,0.5,20.94,20.11,61.24,0.0067,2026-02-26,0.41214057507987223,0.35303514376996803
sh.603995,0.471,0.8,0.0,0.5,19.78,18.65,64.65,0.0222,2026-02-26,0.5519169329073482,0.44568690095846647
sh.603897,0.471,0.8,0.0,0.5,27.85,26.22,62.68,-0.0032,2026-02-26,0.4712460063897764,0.31150159744408945
sh.603989,0.471,0.8,0.0,0.5,19.74,18.47,75.82,0.0699,2026-02-26,0.8921725239616614,0.6876996805111821
sh.605277,0.471,0.8,0.0,0.5,26.5,24.39,68.64,0.0299,2026-02-26,0.6964856230031949,0.512779552715655
sh.605589,0.471,0.8,0.0,0.5,34.73,31.83,76.28,0.1353,2026-02-26,0.902555910543131,0.8450479233226837
sh.605299,0.471,0.8,0.0,0.5,12.62,11.48,64.15,-0.0315,2026-02-26,0.5415335463258786,0.1869009584664537
sh.605018,0.471,0.8,0.0,0.5,12.89,12.01,74.36,0.0952,2026-02-26,0.8610223642172524,0.7571884984025559
sh.605007,0.471,0.8,0.0,0.5,17.5,15.53,78.77,0.2887,2026-02-26,0.9400958466453674,0.9552715654952076
sz.300407,0.471,0.8,0.0,0.5,14.18,13.04,68.81,0.026,2026-02-26,0.7092651757188498,0.48642172523961663
sz.300403,0.471,0.8,0.0,0.5,14.28,13.29,57.08,-0.0312,2026-02-26,0.25798722044728434,0.18849840255591055
sz.300398,0.471,0.8,0.0,0.5,33.42,29.4,77.14,0.2938,2026-02-26,0.9201277955271565,0.9568690095846646
sz.300415,0.471,0.8,0.0,0.5,26.8,25.22,60.72,-0.0154,2026-02-26,0.3929712460063898,0.2364217252396166
sz.300388,0.471,0.8,0.0,0.5,8.6,8.2,66.36,0.0202,2026-02-26,0.610223642172524,0.4329073482428115
sz.300384,0.471,0.8,0.0,0.5,18.8,17.35,65.55,0.0792,2026-02-26,0.5766773162939297,0.7140575079872205
sz.300373,0.471,0.8,0.0,0.5,91.61,81.36,68.46,0.1961,2026-02-26,0.6900958466453674,0.9057507987220448
sz.300360,0.471,0.8,0.0,0.5,18.23,16.92,62.17,-0.0135,2026-02-26,0.4424920127795527,0.2523961661341853
sz.000507,0.471,0.8,0.0,0.5,5.55,5.31,60.97,0.024,2026-02-26,0.4009584664536741,0.46645367412140576
sz.000537,0.471,0.8,0.0,0.5,8.81,8.4,61.63,0.0256,2026-02-26,0.42971246006389774,0.481629392971246
sz.000533,0.471,0.8,0.0,0.5,11.82,10.14,63.92,0.2442,2026-02-26,0.5319488817891374,0.9313099041533547
sz.000532,0.471,0.8,0.0,0.5,16.49,15.41,57.87,-0.0167,2026-02-26,0.2955271565495208,0.23162939297124602
sz.000400,0.471,0.8,0.0,0.5,32.0,29.1,62.43,0.0256,2026-02-26,0.46006389776357826,0.481629392971246
sz.000021,0.471,0.8,0.0,0.5,34.69,30.22,69.79,0.1009,2026-02-26,0.7571884984025559,0.7667731629392971
sz.300802,0.471,0.8,0.0,0.5,22.96,21.24,78.24,0.0933,2026-02-26,0.9297124600638977,0.7507987220447284
sz.300735,0.471,0.8,0.0,0.5,26.52,24.86,67.53,0.0216,2026-02-26,0.6637380191693291,0.43929712460063897
sz.300726,0.471,0.8,0.0,0.5,55.09,49.06,65.92,0.0542,2026-02-26,0.5958466453674122,0.6293929712460063
sz.300727,0.471,0.8,0.0,0.5,38.57,34.97,66.97,0.0305,2026-02-26,0.6357827476038339,0.5143769968051118
sh.601872,0.471,0.8,0.0,0.5,15.6,13.73,76.62,0.4105,2026-02-26,0.9113418530351438,0.9792332268370607
sh.601877,0.471,0.8,0.0,0.5,32.57,30.06,67.64,0.0383,2026-02-26,0.6757188498402555,0.555111821086262
sh.601799,0.471,0.8,0.0,0.5,152.15,137.79,66.58,0.2517,2026-02-26,0.6182108626198083,0.939297124600639
sh.601567,0.471,0.8,0.0,0.5,26.53,24.09,67.45,0.0279,2026-02-26,0.65814696485623,0.4984025559105431
sh.601311,0.471,0.8,0.0,0.5,9.77,9.31,59.15,0.0124,2026-02-26,0.329073482428115,0.3929712460063898
sh.601222,0.471,0.8,0.0,0.5,6.2,5.82,60.64,0.0455,2026-02-26,0.38977635782747605,0.5942492012779552
sh.601369,0.471,0.8,0.0,0.5,11.62,10.67,66.11,0.1098,2026-02-26,0.6006389776357828,0.7899361022364217
sz.000338,0.471,0.8,0.0,0.5,29.22,25.94,71.28,0.3068,2026-02-26,0.8003194888178914,0.9600638977635783
sz.000157,0.471,0.8,0.0,0.5,10.0,9.29,71.56,0.1274,2026-02-26,0.8067092651757188,0.829073482428115
sz.000039,0.471,0.8,0.0,0.5,13.52,12.06,82.1,0.3657,2026-02-26,0.9776357827476039,0.9712460063897763
sz.000709,0.471,0.8,0.0,0.5,2.62,2.41,62.73,0.0438,2026-02-26,0.4744408945686901,0.5846645367412141
sz.000690,0.471,0.8,0.0,0.5,4.53,4.31,60.32,0.0112,2026-02-26,0.3682108626198083,0.37859424920127793
sz.000683,0.471,0.8,0.0,0.5,9.41,8.41,70.35,0.0718,2026-02-26,0.768370607028754,0.6924920127795527
sz.000600,0.471,0.8,0.0,0.5,9.03,8.36,60.86,0.0238,2026-02-26,0.3977635782747604,0.46246006389776356
sz.000582,0.471,0.8,0.0,0.5,10.77,9.96,70.89,0.0979,2026-02-26,0.7859424920127795,0.7587859424920128
sz.000655,0.471,0.8,0.0,0.5,10.97,9.86,62.52,0.0609,2026-02-26,0.46325878594249204,0.65814696485623
sz.000612,0.471,0.8,0.0,0.5,14.62,12.82,63.41,0.0406,2026-02-26,0.5095846645367412,0.5630990415335463
sz.000576,0.471,0.8,0.0,0.5,11.24,10.42,61.09,-0.036,2026-02-26,0.40415335463258784,0.16293929712460065
sz.000544,0.471,0.8,0.0,0.5,8.82,8.5,66.99,0.0232,2026-02-26,0.6389776357827476,0.46006389776357826
sz.000559,0.471,0.8,0.0,0.5,19.44,16.44,57.24,-0.0122,2026-02-26,0.26996805111821087,0.26198083067092653
sz.000902,0.471,0.8,0.0,0.5,18.0,16.63,69.11,0.0727,2026-02-26,0.7244408945686901,0.694888178913738
sz.000899,0.471,0.8,0.0,0.5,13.28,12.28,83.09,0.2062,2026-02-26,0.9808306709265175,0.9129392971246006
sz.000791,0.471,0.8,0.0,0.5,7.15,6.69,67.11,0.0332,2026-02-26,0.6437699680511182,0.5279552715654952
sz.000823,0.471,0.8,0.0,0.5,16.61,15.26,79.09,0.0899,2026-02-26,0.9440894568690096,0.7428115015974441
sz.000768,0.471,0.8,0.0,0.5,31.01,28.24,62.86,-0.0019,2026-02-26,0.476038338658147,0.31309904153354634
sz.000738,0.471,0.8,0.0,0.5,28.65,24.9,61.42,0.1045,2026-02-26,0.4169329073482428,0.7731629392971247
sz.000682,0.471,0.8,0.0,0.5,14.16,13.07,62.69,0.0231,2026-02-26,0.4728434504792332,0.45686900958466453
sz.000731,0.471,0.8,0.0,0.5,7.17,6.81,65.84,0.0376,2026-02-26,0.59185303514377,0.547923322683706
sz.001286,0.471,0.8,0.0,0.5,10.3,9.76,64.64,0.0415,2026-02-26,0.549520766773163,0.5694888178913738
sz.000951,0.471,0.8,0.0,0.5,20.71,19.08,62.9,0.1882,2026-02-26,0.4784345047923323,0.8945686900958466
sz.000938,0.471,0.8,0.0,0.5,25.73,24.09,55.8,-0.025,2026-02-26,0.21565495207667731,0.20766773162939298
sz.000988,0.471,0.8,0.0,0.5,88.55,79.65,70.83,0.1001,2026-02-26,0.7811501597444089,0.7635782747603834
sz.000967,0.471,0.8,0.0,0.5,8.12,7.55,78.77,0.0755,2026-02-26,0.9400958466453674,0.7028753993610224
sz.000875,0.471,0.8,0.0,0.5,7.6,6.81,68.85,0.1585,2026-02-26,0.7124600638977636,0.8722044728434505
sz.300319,0.471,0.8,0.0,0.5,13.75,12.73,73.66,0.0544,2026-02-26,0.8466453674121406,0.6317891373801917
sz.300304,0.471,0.8,0.0,0.5,14.44,13.27,72.8,0.1237,2026-02-26,0.8370607028753994,0.8178913738019169
sz.300320,0.471,0.8,0.0,0.5,11.4,10.59,74.87,0.1144,2026-02-26,0.8722044728434505,0.7971246006389776
sh.601117,0.471,0.8,0.0,0.5,8.92,8.21,63.82,0.0078,2026-02-26,0.5279552715654952,0.35782747603833864
sh.601126,0.471,0.8,0.0,0.5,44.88,38.87,68.84,0.199,2026-02-26,0.7108626198083067,0.9073482428115016
sh.601020,0.471,0.8,0.0,0.5,35.56,30.95,64.02,0.0422,2026-02-26,0.5351437699680511,0.5734824281150159
sh.600985,0.471,0.8,0.0,0.5,13.41,12.37,68.78,0.1288,2026-02-26,0.7060702875399361,0.8306709265175719
sh.601003,0.471,0.8,0.0,0.5,5.52,5.03,65.76,0.0435,2026-02-26,0.5846645367412141,0.5814696485623003
sh.601016,0.471,0.8,0.0,0.5,3.22,3.04,60.36,0.0288,2026-02-26,0.3706070287539936,0.5031948881789138
sh.601038,0.471,0.8,0.0,0.5,14.97,13.85,65.72,0.0381,2026-02-26,0.5830670926517572,0.5527156549520766
sh.600995,0.471,0.8,0.0,0.5,14.35,13.21,62.21,0.0406,2026-02-26,0.4480830670926518,0.5630990415335463
sh.600982,0.471,0.8,0.0,0.5,4.88,4.66,67.89,0.0274,2026-02-26,0.6805111821086262,0.4968051118210863
sz.300811,0.471,0.8,0.0,0.5,89.65,79.37,72.14,0.0814,2026-02-26,0.8210862619808307,0.7188498402555911
sz.300835,0.471,0.8,0.0,0.5,91.06,78.65,71.0,0.219,2026-02-26,0.7899361022364217,0.9185303514376997
sz.300852,0.471,0.8,0.0,0.5,54.95,48.14,78.82,0.223,2026-02-26,0.9424920127795527,0.9217252396166135
sz.300228,0.471,0.8,0.0,0.5,10.98,9.73,60.71,0.0252,2026-02-26,0.3913738019169329,0.4776357827476038
sz.300285,0.471,0.8,0.0,0.5,36.6,31.59,70.69,0.1265,2026-02-26,0.7763578274760383,0.8266773162939297
sz.300230,0.471,0.8,0.0,0.5,5.46,5.2,73.22,0.046,2026-02-26,0.8410543130990416,0.5982428115015974
sz.300257,0.471,0.8,0.0,0.5,24.5,22.04,88.04,0.4162,2026-02-26,0.9952076677316294,0.9840255591054313
sz.300247,0.471,0.8,0.0,0.5,5.25,4.84,57.15,-0.026,2026-02-26,0.26517571884984026,0.20607028753993611
sz.002008,0.471,0.8,0.0,0.5,69.72,62.1,86.64,0.3551,2026-02-26,0.9920127795527156,0.9696485623003195
sz.002001,0.471,0.8,0.0,0.5,31.06,28.51,72.75,0.1165,2026-02-26,0.8354632587859425,0.8019169329073482
sz.002916,0.471,0.8,0.0,0.5,290.14,254.62,75.72,0.0908,2026-02-26,0.8881789137380192,0.744408945686901
sz.002028,0.471,0.8,0.0,0.5,227.32,203.08,73.22,0.19,2026-02-26,0.8410543130990416,0.8961661341853036
sz.002015,0.471,0.8,0.0,0.5,12.87,11.63,66.13,0.1873,2026-02-26,0.6038338658146964,0.8929712460063898
sz.002011,0.471,0.8,0.0,0.5,13.55,12.77,70.45,0.018,2026-02-26,0.7731629392971247,0.4233226837060703
sz.001287,0.471,0.8,0.0,0.5,24.89,22.51,57.56,-0.0445,2026-02-26,0.28913738019169327,0.134185303514377
sz.001359,0.471,0.8,0.0,0.5,84.45,74.17,63.43,0.0946,2026-02-26,0.5111821086261981,0.755591054313099
sz.002138,0.471,0.8,0.0,0.5,42.98,39.09,75.33,0.0767,2026-02-26,0.8785942492012779,0.707667731629393
sz.002912,0.471,0.8,0.0,0.5,32.76,30.1,60.41,0.008,2026-02-26,0.3753993610223642,0.35942492012779553
sz.002126,0.471,0.8,0.0,0.5,47.47,41.79,65.17,0.1794,2026-02-26,0.5670926517571885,0.8881789137380192
sz.301185,0.471,0.8,0.0,0.5,21.28,19.87,64.08,0.0231,2026-02-26,0.536741214057508,0.45686900958466453
sz.002063,0.471,0.8,0.0,0.5,6.69,6.28,56.49,-0.0118,2026-02-26,0.24201277955271566,0.26517571884984026
sz.002090,0.471,0.8,0.0,0.5,12.77,11.83,59.59,-0.0055,2026-02-26,0.34824281150159747,0.2987220447284345
sz.002080,0.471,0.8,0.0,0.5,52.88,46.02,73.64,0.2854,2026-02-26,0.8450479233226837,0.9536741214057508
sz.002060,0.471,0.8,0.0,0.5,3.88,3.69,64.14,0.0184,2026-02-26,0.5399361022364217,0.426517571884984
sz.001896,0.471,0.8,0.0,0.5,12.13,10.95,95.66,0.9132,2026-02-26,1.0,1.0
sz.002246,0.471,0.8,0.0,0.5,21.15,18.75,58.98,-0.0578,2026-02-26,0.3258785942492013,0.0926517571884984
sz.002158,0.471,0.8,0.0,0.5,27.96,25.58,66.91,0.0746,2026-02-26,0.6333865814696485,0.6980830670926518
sz.002152,0.471,0.8,0.0,0.5,13.61,12.81,63.24,0.0022,2026-02-26,0.5,0.33386581469648563
sh.600309,0.471,0.8,0.0,0.5,90.02,81.15,62.4,0.0553,2026-02-26,0.4584664536741214,0.6373801916932907
sh.600312,0.471,0.8,0.0,0.5,23.09,21.1,65.41,0.0373,2026-02-26,0.5734824281150159,0.5463258785942492
sz.002145,0.471,0.8,0.0,0.5,5.41,4.96,62.56,0.0444,2026-02-26,0.46645367412140576,0.5878594249201278
sz.002643,0.471,0.8,0.0,0.5,18.0,16.56,67.74,0.0502,2026-02-26,0.6773162939297125,0.6118210862619808
sz.300196,0.471,0.8,0.0,0.5,22.36,19.55,78.27,0.3161,2026-02-26,0.9313099041533547,0.963258785942492
sz.300171,0.471,0.8,0.0,0.5,17.55,16.16,67.53,0.0115,2026-02-26,0.6637380191693291,0.3801916932907348
sz.300174,0.471,0.8,0.0,0.5,17.36,16.24,71.36,0.0394,2026-02-26,0.8035143769968051,0.5575079872204473
sz.002658,0.471,0.8,0.0,0.5,11.28,10.34,76.56,0.1557,2026-02-26,0.9065495207667732,0.8642172523961661
sz.002947,0.471,0.8,0.0,0.5,49.2,44.97,58.5,0.0031,2026-02-26,0.3035143769968051,0.34345047923322686
sh.600577,0.471,0.8,0.0,0.5,15.27,13.73,67.6,-0.0243,2026-02-26,0.6717252396166135,0.213258785942492
sh.600575,0.471,0.8,0.0,0.5,3.64,3.46,68.02,0.046,2026-02-26,0.6837060702875399,0.5982428115015974
sz.301158,0.471,0.8,0.0,0.5,25.83,23.32,61.56,0.0513,2026-02-26,0.4273162939297125,0.6150159744408946
sh.600888,0.471,0.8,0.0,0.5,9.17,8.35,58.85,0.0292,2026-02-26,0.31869009584664537,0.5047923322683706
sh.600251,0.471,0.8,0.0,0.5,11.24,10.21,66.98,0.1052,2026-02-26,0.6373801916932907,0.7763578274760383
sh.600866,0.471,0.8,0.0,0.5,7.67,7.24,67.62,0.045,2026-02-26,0.6741214057507987,0.5910543130990416
sh.600885,0.471,0.8,0.0,0.5,31.25,28.71,56.47,-0.0388,2026-02-26,0.23961661341853036,0.15175718849840256
sh.600862,0.471,0.8,0.0,0.5,26.97,24.66,62.96,0.022,2026-02-26,0.48242811501597443,0.44329073482428116
sh.600875,0.471,0.8,0.0,0.5,37.35,33.05,79.86,0.3885,2026-02-26,0.9536741214057508,0.9760383386581469
sh.600262,0.471,0.8,0.0,0.5,33.0,29.48,62.51,0.1186,2026-02-26,0.46166134185303515,0.8083067092651757
sh.600845,0.471,0.8,0.0,0.5,24.18,22.32,59.44,0.0285,2026-02-26,0.34345047923322686,0.5
sz.002787,0.471,0.8,0.0,0.5,13.39,12.1,63.02,-0.0346,2026-02-26,0.48881789137380194,0.16613418530351437
sz.301628,0.471,0.8,0.0,0.5,126.0,112.59,86.46,0.2463,2026-02-26,0.9904153354632588,0.9329073482428115
sh.600026,0.471,0.8,0.0,0.5,20.44,18.05,74.54,0.4175,2026-02-26,0.8642172523961661,0.9856230031948882
sh.600268,0.471,0.8,0.0,0.5,13.85,12.35,66.88,0.0102,2026-02-26,0.6285942492012779,0.3722044728434505
sz.300099,0.471,0.8,0.0,0.5,8.86,8.11,68.55,0.1006,2026-02-26,0.6932907348242812,0.7651757188498403
sz.300088,0.471,0.8,0.0,0.5,6.83,6.38,65.8,0.0672,2026-02-26,0.5870607028753994,0.6773162939297125
sz.300105,0.471,0.8,0.0,0.5,7.92,7.4,69.06,0.0449,2026-02-26,0.7180511182108626,0.5894568690095847
sz.002380,0.471,0.8,0.0,0.5,31.9,29.08,62.11,0.0241,2026-02-26,0.44089456869009586,0.4680511182108626
sz.002357,0.471,0.8,0.0,0.5,15.66,13.68,69.49,0.1801,2026-02-26,0.744408945686901,0.889776357827476
sz.002283,0.471,0.8,0.0,0.5,11.06,9.89,91.3,0.5382,2026-02-26,0.9984025559105432,0.9952076677316294
sz.002328,0.471,0.8,0.0,0.5,7.3,6.81,61.91,0.0027,2026-02-26,0.43769968051118213,0.33706070287539935
sz.002270,0.471,0.8,0.0,0.5,35.43,31.54,69.13,0.1096,2026-02-26,0.7268370607028753,0.7875399361022364
sz.002299,0.471,0.8,0.0,0.5,18.68,17.47,69.47,0.1246,2026-02-26,0.7412140575079872,0.8210862619808307
sz.002281,0.471,0.8,0.0,0.5,75.33,66.66,60.3,0.0426,2026-02-26,0.365814696485623,0.5782747603833865
sz.002276,0.471,0.8,0.0,0.5,17.64,16.42,58.61,-0.027,2026-02-26,0.30990415335463256,0.2012779552715655
sz.002266,0.471,0.8,0.0,0.5,5.15,4.7,64.97,0.0341,2026-02-26,0.5638977635782748,0.5351437699680511
sz.002457,0.471,0.8,0.0,0.5,14.76,13.55,81.47,0.2947,2026-02-26,0.9696485623003195,0.9584664536741214
sz.002448,0.471,0.8,0.0,0.5,17.2,15.45,77.23,0.2062,2026-02-26,0.9217252396166135,0.9129392971246006
sz.002443,0.471,0.8,0.0,0.5,9.45,8.66,70.56,0.0238,2026-02-26,0.7747603833865815,0.46246006389776356
sz.002441,0.471,0.8,0.0,0.5,11.63,10.69,69.26,0.1335,2026-02-26,0.7300319488817891,0.8386581469648562
sz.002406,0.471,0.8,0.0,0.5,8.39,7.96,63.45,-0.0129,2026-02-26,0.5135782747603834,0.25878594249201275
sz.002438,0.471,0.8,0.0,0.5,19.33,17.12,63.13,0.1715,2026-02-26,0.49440894568690097,0.8817891373801917
sz.002409,0.471,0.8,0.0,0.5,98.36,87.92,67.06,0.0355,2026-02-26,0.6405750798722045,0.5431309904153354
sz.300938,0.471,0.8,0.0,0.5,36.98,32.12,63.34,0.1914,2026-02-26,0.5063897763578274,0.8977635782747604
sz.300882,0.471,0.8,0.0,0.5,23.48,21.31,63.56,-0.0013,2026-02-26,0.5207667731629393,0.31629392971246006
sz.301580,0.471,0.8,0.0,0.5,76.15,68.09,90.44,0.4157,2026-02-26,0.9968051118210862,0.9824281150159745
sz.300847,0.471,0.8,0.0,0.5,18.83,17.67,69.07,0.0273,2026-02-26,0.7212460063897763,0.49440894568690097
sh.600821,0.471,0.8,0.0,0.5,6.72,6.04,69.29,0.233,2026-02-26,0.7332268370607029,0.9249201277955271
sh.600782,0.471,0.8,0.0,0.5,4.14,3.78,60.75,0.0122,2026-02-26,0.39456869009584666,0.38977635782747605
sh.600780,0.471,0.8,0.0,0.5,6.43,6.14,71.05,0.0472,2026-02-26,0.792332268370607,0.6054313099041534
sh.600396,0.471,0.8,0.0,0.5,3.27,3.11,74.75,0.0617,2026-02-26,0.8674121405750799,0.6597444089456869
sh.600710,0.471,0.8,0.0,0.5,13.18,12.17,70.8,0.1582,2026-02-26,0.7795527156549521,0.8706070287539937
sh.600759,0.471,0.8,0.0,0.5,6.07,5.0,69.45,0.4282,2026-02-26,0.7396166134185304,0.987220447284345
sh.600667,0.471,0.8,0.0,0.5,11.29,9.85,70.32,0.1712,2026-02-26,0.7667731629392971,0.8801916932907349
sh.600685,0.471,0.8,0.0,0.5,37.46,33.59,78.59,0.1014,2026-02-26,0.9345047923322684,0.768370607028754
sh.600666,0.471,0.8,0.0,0.5,3.97,3.63,66.17,0.0531,2026-02-26,0.6054313099041534,0.6246006389776357
sz.002526,0.471,0.8,0.0,0.5,4.03,3.76,64.61,0.0413,2026-02-26,0.547923322683706,0.5670926517571885
sz.002478,0.471,0.8,0.0,0.5,12.71,11.08,72.06,0.2672,2026-02-26,0.8162939297124601,0.9472843450479234
sz.002479,0.471,0.8,0.0,0.5,5.47,5.22,66.88,0.038,2026-02-26,0.6285942492012779,0.5511182108626198
sz.002523,0.471,0.8,0.0,0.5,4.67,4.34,59.43,0.0152,2026-02-26,0.34185303514376997,0.41054313099041534
sz.002484,0.471,0.8,0.0,0.5,33.87,30.06,70.97,0.0919,2026-02-26,0.7875399361022364,0.7476038338658147
sz.002511,0.471,0.8,0.0,0.5,8.81,8.21,66.82,0.0451,2026-02-26,0.6246006389776357,0.5926517571884984
sz.002483,0.471,0.8,0.0,0.5,8.0,7.5,75.01,0.0554,2026-02-26,0.8769968051118211,0.639776357827476
sz.002452,0.471,0.8,0.0,0.5,11.18,10.26,72.54,0.1247,2026-02-26,0.8298722044728435,0.8226837060702875
sz.002463,0.471,0.8,0.0,0.5,85.36,75.98,76.95,0.1182,2026-02-26,0.9153354632587859,0.8067092651757188
sz.002606,0.471,0.8,0.0,0.5,13.27,11.87,72.93,0.2242,2026-02-26,0.8386581469648562,0.9233226837060703
sz.002580,0.471,0.8,0.0,0.5,13.45,12.71,61.52,0.022,2026-02-26,0.4217252396166134,0.44329073482428116
sz.002576,0.471,0.8,0.0,0.5,19.0,17.9,64.82,0.0298,2026-02-26,0.5559105431309904,0.5111821086261981
sz.002590,0.471,0.8,0.0,0.5,14.87,13.84,51.22,-0.0332,2026-02-26,0.11661341853035144,0.17731629392971246
sz.002560,0.471,0.8,0.0,0.5,11.02,9.92,60.99,0.0,2026-02-26,0.402555910543131,0.3218849840255591
sz.002559,0.471,0.8,0.0,0.5,10.72,10.09,60.4,-0.0102,2026-02-26,0.3730031948881789,0.2763578274760383
sz.002533,0.471,0.8,0.0,0.5,15.48,14.14,69.57,0.1041,2026-02-26,0.7460063897763578,0.7715654952076677
sz.002546,0.471,0.8,0.0,0.5,10.48,9.37,72.56,0.1683,2026-02-26,0.8322683706070287,0.8785942492012779
sz.300018,0.471,0.8,0.0,0.5,13.09,11.96,68.06,0.0219,2026-02-26,0.6853035143769968,0.44089456869009586
sz.002906,0.471,0.8,0.0,0.5,33.28,30.97,66.9,-0.0033,2026-02-26,0.6309904153354633,0.30990415335463256
sz.003015,0.471,0.8,0.0,0.5,17.55,16.49,70.77,0.0695,2026-02-26,0.7779552715654952,0.6853035143769968
sh.600562,0.471,0.8,0.0,0.5,29.72,26.74,52.49,-0.0704,2026-02-26,0.14536741214057508,0.07028753993610223
sz.002815,0.471,0.8,0.0,0.5,16.32,14.87,67.47,0.0118,2026-02-26,0.6597444089456869,0.38498402555910544
sh.600522,0.471,0.8,0.0,0.5,27.59,24.19,75.55,0.4613,2026-02-26,0.8865814696485623,0.9888178913738019
sh.600507,0.471,0.8,0.0,0.5,6.97,6.38,72.11,0.1046,2026-02-26,0.8178913738019169,0.7747603833865815
sh.600517,0.471,0.8,0.0,0.5,7.17,6.62,65.61,0.0529,2026-02-26,0.5798722044728435,0.6198083067092651
sh.600482,0.471,0.8,0.0,0.5,34.15,30.6,80.86,0.2564,2026-02-26,0.963258785942492,0.9408945686900958
sh.600458,0.471,0.8,0.0,0.5,14.88,13.95,63.14,0.0122,2026-02-26,0.4968051118210863,0.38977635782747605
sh.600486,0.471,0.8,0.0,0.5,77.12,68.94,58.91,0.001,2026-02-26,0.323482428115016,0.3274760383386581
sz.002831,0.471,0.8,0.0,0.5,31.3,28.44,60.9,0.1499,2026-02-26,0.3993610223642173,0.8578274760383386
sz.002832,0.471,0.8,0.0,0.5,15.35,14.75,55.75,0.0046,2026-02-26,0.21405750798722045,0.3466453674121406
sz.301029,0.471,0.8,0.0,0.5,30.37,27.95,65.81,0.0785,2026-02-26,0.5894568690095847,0.7108626198083067
sz.002960,0.471,0.8,0.0,0.5,11.88,11.1,64.79,0.0339,2026-02-26,0.5543130990415336,0.5327476038338658
sh.603055,0.471,0.8,0.0,0.5,9.97,9.38,72.43,0.064,2026-02-26,0.8226837060702875,0.6629392971246006
sz.002925,0.471,0.8,0.0,0.5,22.76,20.9,74.07,0.114,2026-02-26,0.853035143769968,0.7955271565495208
sz.002970,0.471,0.8,0.0,0.5,82.73,72.79,76.34,0.4106,2026-02-26,0.9041533546325878,0.9808306709265175
sz.002913,0.471,0.8,0.0,0.5,50.42,45.7,81.94,0.1145,2026-02-26,0.9744408945686901,0.7987220447284346
sh.600388,0.471,0.8,0.0,0.5,20.66,19.07,80.34,0.2675,2026-02-26,0.9584664536741214,0.9488817891373802
sz.301161,0.471,0.8,0.0,0.5,38.55,34.74,66.65,0.011,2026-02-26,0.6214057507987221,0.3769968051118211
sh.603050,0.471,0.8,0.0,0.5,22.41,20.52,75.82,0.1341,2026-02-26,0.8921725239616614,0.8402555910543131
sz.301299,0.471,0.8,0.0,0.5,63.43,57.87,61.5,0.0415,2026-02-26,0.42012779552715657,0.5694888178913738
sz.301439,0.471,0.8,0.0,0.5,17.28,16.16,65.87,-0.0232,2026-02-26,0.5942492012779552,0.21725239616613418
