date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,isST
2024-10-14,sh.603662,31.6547335500,32.8297126500,30.8183077500,32.6604360000,31.7642655000,16234623,520037338.0100,2,5.780900,1,2.821300,31.942189,3.503189,8.248743,-171.345208,0
2024-10-15,sh.603662,32.0829039000,33.1583085000,31.4655420000,31.4655420000,32.6604360000,13709016,444618300.3600,2,4.881600,1,-3.658500,30.773572,3.375024,7.946960,-165.076481,0
2024-10-16,sh.603662,30.7685205000,32.4612870000,30.6291162000,31.5153292500,31.4655420000,10680005,338700696.7400,2,3.803000,1,0.158200,30.822264,3.380364,7.959534,-165.337678,0
2024-10-17,sh.603662,31.7642655000,32.7400956000,31.7144782500,32.1426486000,31.5153292500,13517380,437807582.4100,2,4.813400,1,1.990500,31.435788,3.447651,8.117970,-168.628760,0
2024-10-18,sh.603662,31.7941378500,34.1839258500,31.7941378500,33.4869043500,32.1426486000,19551498,653050426.3000,2,6.962000,1,4.182200,32.750482,3.591837,8.457476,-175.681078,0
2024-10-21,sh.603662,33.4570320000,34.3631599500,33.1284361500,33.4072447500,33.4869043500,18218304,616697447.4200,2,6.487300,1,-0.237900,32.672574,3.583293,8.437357,-175.263163,0
2024-10-22,sh.603662,33.3076702500,35.8468200000,32.8595850000,35.1000112500,33.4072447500,23066789,802416576.6900,2,8.213800,1,5.067100,34.328114,3.764860,8.864884,-184.143859,0
2024-10-23,sh.603662,34.5324366000,35.0502240000,33.7856278500,34.0743939000,35.1000112500,18225798,630018093.9700,2,6.490000,1,-2.922000,33.325052,3.654852,8.605853,-178.763202,0
2024-10-24,sh.603662,33.5267341500,34.0345641000,32.7600105000,32.9392446000,34.0743939000,12973908,433419905.3200,2,4.619800,1,-3.331400,32.214866,3.533095,8.319159,-172.807911,0
2024-10-25,sh.603662,33.3176277000,33.6263086500,32.6405211000,33.1682659500,32.9392446000,10900553,362461034.6200,2,3.881600,1,0.695300,32.438851,3.557660,8.377001,-174.009417,0
2024-10-28,sh.603662,32.7301381500,33.8752449000,32.6405211000,33.6860533500,33.1682659500,10354810,344900389.7500,2,3.687200,1,1.561100,32.945251,3.613198,8.507773,-176.725866,0
