date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,isST
2023-06-05,sh.603444,499.0115026100,508.7844227700,495.3010749000,498.6741910000,504.0802932900,1010078,554811662.4700,2,1.402100,1,-1.072500,27.793571,9.192544,7.752690,-56.102953,0
2023-06-06,sh.603444,498.1454322600,502.2661038200,474.0595600000,478.8639713100,498.6741910000,1360601,726718056.8700,2,1.888700,1,-3.972600,26.689450,8.827363,7.444708,-53.874220,0
2023-06-07,sh.603444,479.0736515000,485.7925341100,472.2362540000,477.3415108000,478.8639713100,958701,504213131.1200,2,1.330800,1,-0.317900,26.604596,8.799298,7.421039,-53.702936,0
2023-06-08,sh.603444,469.4101297000,473.7131318600,457.0845811400,466.6751707000,477.3415108000,1142137,581109409.1500,2,1.585500,1,-2.234500,26.010108,8.602675,7.255214,-52.502928,0
2023-06-09,sh.603444,467.3862600400,487.6340731700,457.5130580500,478.6178250000,466.6751707000,1753350,909808115.7500,2,2.433900,1,2.559100,26.675731,8.822826,7.440882,-53.846527,0
2023-06-12,sh.603444,478.1072993200,494.0976929400,472.3456523600,485.1817266000,478.6178250000,1471882,780552736.9600,2,2.043200,1,1.371400,27.041569,8.943824,7.542928,-54.584994,0
2023-06-13,sh.603444,481.8086105000,500.3333994600,477.2503455000,490.4693140000,485.1817266000,1013210,544624058.9500,2,1.406500,1,1.089800,27.336273,9.041296,7.625132,-55.179870,0
2023-06-14,sh.603444,488.5548427000,500.9533235000,480.1494020400,489.5576610000,490.4693140000,1091431,586102272.0400,2,1.515100,1,-0.185900,27.285462,9.024490,7.610959,-55.077305,0
2023-06-15,sh.603444,487.7252384700,492.2835034700,479.5385945300,483.4313528400,489.5576610000,845253,449754448.6700,2,1.173300,1,-1.251400,26.944012,8.911558,7.515716,-54.388069,0
2023-06-16,sh.603444,483.5225181400,489.3662138700,475.8828660000,481.7539113200,483.4313528400,985839,520857321.3000,2,1.368500,1,-0.347000,26.850520,8.880636,7.489637,-54.199350,0
2023-06-19,sh.603444,483.0940412300,489.9952544400,469.5286445900,488.2266476200,481.7539113200,1675286,879268276.9500,2,2.325500,1,1.343600,27.211278,8.999954,7.590266,-54.927560,0
2023-06-20,sh.603444,487.2147127900,521.4655160000,479.5750606500,512.8595116800,488.2266476200,2210527,1229821570.0900,2,3.068500,1,5.045400,28.584189,9.454036,7.973223,-57.698862,0
2023-06-21,sh.603444,507.9183524200,509.5228617000,475.7096519300,476.5119065700,512.8595116800,1706044,917014029.6700,2,2.368200,1,-7.087200,26.558358,8.784005,7.408142,-53.609602,0
2023-06-26,sh.603444,471.5069316000,478.1528819700,452.5354326700,458.5796920600,476.5119065700,1291274,656657354.4900,2,1.792500,1,-3.763200,25.558907,8.453443,7.129357,-51.592153,0
2023-06-27,sh.603444,456.9387166600,467.0489484300,453.0915410000,453.3376873100,458.5796920600,846825,425651986.1100,2,1.175500,1,-1.143100,25.266744,8.356812,7.047861,-51.002405,0
2023-06-28,sh.603444,453.0915410000,460.7767757900,443.0633580000,458.2697300400,453.3376873100,1141499,566119582.7800,2,1.584600,1,1.087900,25.541631,8.447729,7.124538,-51.557281,0
2023-06-29,sh.603444,455.5985867500,473.1479070000,454.8054486400,468.1338155000,458.2697300400,1088255,555425521.4500,2,1.510700,1,2.152500,26.091405,8.629564,7.277891,-52.667032,0
