date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,isST
2024-10-14,sz.002194,9.2359014400,9.5643332800,9.1164716800,9.5543808000,9.1960915200,21667211,204498294.6000,2,4.254900,1,3.896100,189.997122,2.603276,4.873317,44.429530,0
2024-10-15,sz.002194,9.5543808000,9.9425275200,9.4349510400,9.5046184000,9.5543808000,29134983,284367062.8200,2,5.721300,1,-0.520800,189.007553,2.589717,4.847935,44.198126,0
2024-10-16,sz.002194,9.2856638400,9.5643332800,9.2657588800,9.3951411200,9.5046184000,16224102,153598408.2700,2,3.186000,1,-1.151800,186.830503,2.559888,4.792095,43.689038,0
2024-10-17,sz.002194,9.4548560000,9.6340006400,9.4050936000,9.4150460800,9.3951411200,19062798,182138509.3400,2,3.743400,1,0.211900,187.226330,2.565311,4.802248,43.781599,0
2024-10-18,sz.002194,9.4946659200,9.9524800000,9.4548560000,9.7832878400,9.4150460800,32848057,321145689.4100,2,6.450500,1,3.911200,194.549136,2.665646,4.990074,45.493987,0
2024-10-21,sz.002194,9.9226225600,10.2012920000,9.8430027200,9.9823374400,9.7832878400,33169345,333974375.3900,2,6.513600,1,2.034600,198.507409,2.719881,5.091601,46.419603,0
2024-10-22,sz.002194,10.0420523200,10.4401515200,9.9027176000,10.1515296000,9.9823374400,39024160,396733258.9600,2,7.663300,1,1.694900,201.871942,2.765980,5.177900,47.206376,0
2024-10-23,sz.002194,10.0520048000,11.1666825600,9.9823374400,11.1666825600,10.1515296000,90362000,985833676.7800,2,17.744700,1,10.000000,222.059136,3.042578,5.695690,51.927013,0
2024-10-24,sz.002194,11.1666825600,11.5249718400,10.5496288000,10.8581556800,11.1666825600,104232646,1148432026.0800,2,20.468500,1,-2.762900,215.923812,2.958514,5.538322,50.492310,0
2024-10-25,sz.002194,10.8681081600,11.0173953600,10.5595812800,10.7088684800,10.8581556800,77365786,837833573.2200,2,15.192600,1,-1.374900,212.955107,2.917838,5.462176,49.798098,0
2024-10-28,sz.002194,10.7486784000,10.9974904000,10.7486784000,10.9278230400,10.7088684800,55186022,603105065.2200,2,10.837100,1,2.044600,217.309208,2.977497,5.573857,50.816275,0
2024-10-29,sz.002194,10.9278230400,11.2463024000,10.5496288000,10.7188209600,10.9278230400,63213427,690008738.1900,2,12.413400,1,-1.912600,213.153021,2.920550,5.467253,49.844379,0
2024-10-30,sz.002194,10.5496288000,11.1069676800,10.4700089600,10.9974904000,10.7188209600,55512125,609836786.4700,2,10.901100,1,2.599800,182.999650,2.970830,5.422252,-66.805043,0
2024-10-31,sz.002194,11.0173953600,11.0870627200,10.7287734400,10.9178705600,10.9974904000,47295699,517948143.0200,2,9.287600,1,-0.724000,181.674765,2.949322,5.382996,-66.321387,0
2024-11-01,sz.002194,10.9178705600,10.9178705600,10.0520048000,10.1117196800,10.9178705600,47195240,491062199.2000,2,9.267900,1,-7.383800,168.260311,2.731551,4.985527,-61.424365,0
2024-11-04,sz.002194,10.1216721600,11.1268726400,10.1216721600,10.9875379200,10.1117196800,70282544,765861504.9600,2,13.801600,1,8.661400,182.834039,2.968142,5.417345,-66.744586,0
2024-11-05,sz.002194,10.6491536000,11.7837363200,10.6491536000,11.6145441600,10.9875379200,90954895,1023099223.1500,2,17.861100,1,5.706500,193.267503,3.137519,5.726487,-70.553380,0
2024-11-06,sz.002194,11.5448768000,11.6941640000,11.1666825600,11.2761598400,11.6145441600,60976962,698690237.1100,2,11.974300,1,-2.913500,187.636745,3.046109,5.559648,-68.497840,0
2024-11-07,sz.002194,11.1169201600,11.4154945600,11.0074428800,11.1865875200,11.2761598400,38393901,429877716.0300,2,7.539500,1,-0.794400,186.146250,3.021912,5.515485,-67.953727,0
2024-11-08,sz.002194,11.1965400000,12.1221206400,11.1865875200,11.4553044800,11.1865875200,63504956,739957622.4800,2,12.470700,1,2.402100,190.617735,3.094503,5.647974,-69.586067,0
2024-11-11,sz.002194,11.3458272000,11.7339739200,11.2064924800,11.7240214400,11.4553044800,55129941,640543943.8700,2,10.826100,1,2.345800,195.089219,3.167093,5.780464,-71.218408,0
2024-11-12,sz.002194,11.6643065600,11.8733086400,11.2263974400,11.3657321600,11.7240214400,41138367,474696561.4400,2,8.078500,1,-3.056000,189.127240,3.070306,5.603811,-69.041954,0
2024-11-13,sz.002194,11.2861123200,11.3955896000,10.9974904000,11.3856371200,11.3657321600,27975781,315074696.3400,2,5.493700,1,0.175100,189.458461,3.075683,5.613625,-69.162868,0
2024-11-14,sz.002194,12.5202198400,12.5202198400,12.5202198400,12.5202198400,11.3856371200,34775833,437479979.1400,2,6.829100,1,9.965000,208.338063,3.382176,6.173025,-76.054972,0
2024-11-15,sz.002194,12.2415504000,13.6946124800,11.7240214400,12.5401248000,12.5202198400,146709583,1850959311.6300,2,28.809900,1,0.159000,208.669284,3.387553,6.182839,-76.175886,0
2024-11-18,sz.002194,12.4406000000,13.4358480000,11.2861123200,13.2567033600,12.5401248000,139035468,1724421531.4000,2,27.302900,1,5.714300,220.593243,3.581127,6.536144,-80.528794,0
2024-11-19,sz.002194,12.7391744000,14.5803832000,12.5102673600,14.5803832000,13.2567033600,148123248,2058418061.8400,2,29.087500,1,9.985000,242.619445,3.938702,7.188777,-88.569582,0
2024-11-20,sz.002194,15.0481497600,16.0433977600,15.0381972800,16.0433977600,14.5803832000,39555267,622737611.1300,2,7.767600,1,10.034100,266.964195,4.333917,7.910108,-97.456769,0
2024-11-21,sz.002194,17.4666024000,17.6457470400,15.1675795200,15.4163915200,16.0433977600,232618388,3906518675.2900,2,45.680100,1,-3.908200,256.530731,4.164539,7.600966,-93.647974,0
2024-11-22,sz.002194,14.9287200000,16.6803564800,14.0031393600,14.9486249600,15.4163915200,196887394,2960623600.1600,2,38.663500,1,-3.034200,248.747035,4.038178,7.370337,-90.806493,0
2024-11-25,sz.002194,14.2320464000,15.0083398400,13.6946124800,13.8339472000,14.9486249600,115663710,1646561938.3900,2,22.713300,1,-7.456700,230.198654,3.737062,6.820751,-84.035303,0
2024-11-26,sz.002194,14.1922364800,14.5206683200,12.7889368000,12.9282715200,13.8339472000,107930400,1474930493.7400,2,21.194700,1,-6.546800,215.128095,3.492406,6.374213,-78.533711,0
2024-11-27,sz.002194,12.5202198400,13.1173686400,12.3410752000,13.0277963200,12.9282715200,76657885,985602250.6600,2,15.053600,1,0.769800,216.784200,3.519291,6.423283,-79.138282,0
2024-11-28,sz.002194,12.8386992000,13.0875112000,12.4505524800,12.4804099200,13.0277963200,77903113,992098667.7000,2,15.298100,1,-4.201700,207.675620,3.371422,6.153397,-75.813144,0
2024-11-29,sz.002194,12.3211702400,12.5898872000,12.0524532800,12.4605049600,12.4804099200,72673725,899989721.9900,2,14.271200,1,-0.159500,207.344399,3.366045,6.143583,-75.692230,0
2024-12-02,sz.002194,12.4605049600,12.6993644800,12.3908376000,12.6396496000,12.4605049600,57731600,728894887.6000,2,11.337000,1,1.437700,210.325389,3.414438,6.231909,-76.780457,0
2024-12-03,sz.002194,12.6396496000,12.8785091200,12.6097921600,12.7391744000,12.6396496000,65078939,833211531.3400,2,12.779800,1,0.787400,211.981495,3.441324,6.280979,-77.385027,0
2024-12-04,sz.002194,12.7391744000,13.5453252800,12.4007900800,13.4657054400,12.7391744000,108772036,1426101766.7700,2,21.359900,1,5.703100,224.071064,3.637587,6.639191,-81.798392,0
2024-12-05,sz.002194,13.2268459200,13.8737571200,13.1472260800,13.7443748800,13.4657054400,89447282,1220623623.6500,2,17.565100,1,2.069500,228.708159,3.712865,6.776588,-83.491189,0
2024-12-06,sz.002194,13.6249451200,13.7244699200,13.2567033600,13.5055153600,13.7443748800,59452345,805294027.4200,2,11.674900,1,-1.737900,224.733506,3.648341,6.658819,-82.040220,0
2024-12-09,sz.002194,13.3761331200,13.8737571200,13.2467508800,13.7244699200,13.5055153600,58425943,799964334.0900,2,11.473300,1,1.621200,228.376938,3.707488,6.766774,-83.370275,0
2024-12-10,sz.002194,14.0827592000,14.1126166400,13.5453252800,13.6249451200,13.7244699200,69039413,956617674.6100,2,13.557500,1,-0.725200,226.720833,3.680603,6.717704,-82.765705,0
2024-12-11,sz.002194,13.5353728000,13.8239947200,13.2367984000,13.5353728000,13.6249451200,52911846,715248332.6900,2,10.390500,1,-0.657400,225.230338,3.656406,6.673540,-82.221591,0
