date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,isST
2023-06-05,sz.301155,81.6886161000,82.4865513000,80.2922295000,80.6114035800,82.4965254900,1841661,149123110.4200,2,2.073700,1,-2.285100,83.429123,3.127375,8.870896,-26.041142,0
2023-06-06,sz.301155,80.2718889000,82.3890375000,79.6027900500,80.0921310000,80.6114316000,1694000,137438615.7000,2,1.907500,1,-0.644200,82.789107,3.103383,8.802844,-25.841371,0
2023-06-07,sz.301155,80.0921310000,80.6114316000,78.7739064000,80.0122386000,80.0921310000,1597298,127240098.1700,2,1.798600,1,-0.099800,82.706525,3.100288,8.794063,-25.815594,0
2023-06-08,sz.301155,79.6227631500,82.1893065000,79.6027900500,80.3917275000,80.0122386000,1368476,110684964.2900,2,1.540900,1,0.474300,83.098792,3.114992,8.835773,-25.938035,0
2023-06-09,sz.301155,79.9922655000,87.9016131000,79.5428707500,86.0640879000,80.3917275000,7990573,680386301.1200,2,8.997500,1,7.055900,88.962160,3.334783,9.459216,-27.768197,0
2023-06-12,sz.301155,85.8843300000,85.9841955000,80.4716199000,81.5901135000,86.0640879000,5086220,416221660.7300,2,5.727100,1,-5.198400,84.337532,3.161427,8.967486,-26.324689,0
2023-06-13,sz.301155,80.3917275000,84.3464013000,80.3917275000,81.3005035500,81.5901135000,2475733,203181128.7300,2,2.787700,1,-0.355000,84.038170,3.150205,8.935655,-26.231247,0
2023-06-14,sz.301155,80.8311357000,82.7685264000,79.8924000000,79.9922655000,81.3005035500,2599236,208865480.0500,2,2.926800,1,-1.609100,82.685879,3.099514,8.791868,-25.809150,0
2023-06-15,sz.301155,80.2718889000,84.8856750000,79.4929380000,84.3064551000,79.9922655000,4857883,401898951.2700,2,5.470000,1,5.393300,87.145342,3.266679,9.266036,-27.201104,0
2023-06-16,sz.301155,84.3064551000,87.8816400000,82.6886340000,87.5420973000,84.3064551000,5348120,460406765.4800,2,6.022000,1,3.838000,90.489939,3.392052,9.621662,-28.245070,0
2023-06-19,sz.301155,86.8729984500,87.1426353000,84.6160381500,84.7858095000,87.5420973000,2984897,255787909.4800,2,3.361000,1,-3.148500,87.640838,3.285252,9.318722,-27.355766,0
2023-06-20,sz.301155,84.8956615500,85.3850025000,82.7884995000,82.9283112000,84.7858095000,2304626,192927972.7900,2,2.595000,1,-2.190800,85.720791,3.213279,9.114566,-26.756452,0
2023-06-21,sz.301155,82.8184591500,83.4875580000,80.7212836500,80.9310012000,82.9283112000,2095795,171740649.5100,2,2.359900,1,-2.408500,83.656225,3.135888,8.895044,-26.112029,0
2023-06-26,sz.301155,79.7925345000,79.7925345000,75.6181566000,77.9050765500,80.9310012000,3281704,253217633.6000,2,3.695200,1,-3.738900,80.528407,3.018640,8.562467,-25.135728,0
2023-06-27,sz.301155,77.8950900000,79.6926690000,77.1960315000,77.9050765500,77.9050765500,1682159,131604126.7200,2,1.894100,1,0.000000,80.528407,3.018640,8.562467,-25.135728,0
2023-06-28,sz.301155,77.8851034500,78.1247806500,76.5069595500,77.3358432000,77.9050765500,1114683,86130206.1200,2,1.255100,1,-0.730700,79.940006,2.996584,8.499903,-24.952067,0
2023-06-29,sz.301155,77.3458297500,78.1946865000,76.1574303000,76.3671478500,77.3358432000,1193319,91824004.7500,2,1.343700,1,-1.252600,78.938691,2.959049,8.393435,-24.639522,0
2023-06-30,sz.301155,76.0775379000,78.1147941000,75.3285466500,76.9763274000,76.3671478500,1383131,106875384.3600,2,1.557400,1,0.797700,79.568384,2.982653,8.460389,-24.836071,0
2023-07-03,sz.301155,78.0349017000,83.7671814000,76.0975110000,82.6586743500,76.9763274000,5779730,468375131.1300,2,6.508000,1,7.381900,85.442075,3.202831,9.084930,-26.669455,0
2023-07-04,sz.301155,82.3091451000,83.4675849000,80.4915930000,80.7212836500,82.6586743500,3956156,324887500.9000,2,4.454700,1,-2.343800,83.439446,3.127762,8.871994,-26.044364,0
2023-07-05,sz.301155,80.7212836500,81.3903825000,76.7965695000,77.1261256500,80.7212836500,3024982,237424548.2900,2,3.406200,1,-4.453800,79.723226,2.988458,8.476854,-24.884403,0
2023-07-06,sz.301155,77.1760584000,78.1846999500,74.1201741000,75.3185601000,77.1261256500,3950922,298604521.8700,2,4.448800,1,-2.343600,77.854794,2.918419,8.278186,-24.301200,0
2023-07-07,sz.301155,74.8991250000,75.0389367000,73.2113980500,73.4510752500,75.3185601000,2337924,172495032.5500,2,2.632500,1,-2.479400,75.924424,2.846058,8.072933,-23.698664,0
2023-07-10,sz.301155,73.6008735000,74.7093805500,73.2912904500,74.3698378500,73.4510752500,1790342,133053921.9000,2,2.015900,1,1.250800,76.874125,2.881658,8.173913,-23.995099,0
2023-07-11,sz.301155,74.3698378500,74.5695688500,72.9817074000,73.1814384000,74.3698378500,2777803,204127437.0600,2,3.127800,1,-1.598000,75.645708,2.835610,8.043297,-23.611667,0
2023-07-12,sz.301155,73.7107255500,74.4896764500,72.5123395500,73.5809004000,73.1814384000,1829710,135166787.0400,2,2.060300,1,0.545900,76.058621,2.851088,8.087201,-23.740551,0
2023-07-13,sz.301155,73.8006045000,74.6993940000,72.7520167500,73.3212501000,73.5809004000,2430475,178632314.7100,2,2.736700,1,-0.352900,75.790228,2.841027,8.058664,-23.656776,0
2023-07-14,sz.301155,73.5509407500,73.5509407500,71.2041015000,71.5536307500,73.3212501000,2811721,202293075.1100,2,3.166000,1,-2.410800,73.963086,2.772536,7.864386,-23.086462,0
2023-07-17,sz.301155,71.4937114500,72.5922319500,70.9943839500,72.2127430500,71.5536307500,1352801,97475791.5400,2,1.523300,1,0.921100,74.644393,2.798075,7.936829,-23.299122,0
2023-07-18,sz.301155,72.1228641000,72.7520167500,71.6135500500,72.3225951000,72.2127430500,1097430,79288101.8500,2,1.235700,1,0.152100,74.757944,2.802332,7.948902,-23.334565,0
