date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,isST
2024-10-14,sz.300975,9.3315099400,9.9509463600,9.1916372000,9.9409554500,9.2915463000,38488878,371081436.1000,2,8.214300,1,6.989200,147.182394,3.239818,1.281092,17.541692,0
2024-10-15,sz.300975,9.8410463500,10.4005373100,9.6512190600,10.0308736400,9.9409554500,58696730,591788064.2800,2,12.527100,1,0.904500,148.513692,3.269123,1.292680,17.700360,0
2024-10-16,sz.300975,9.6911827000,10.2406827500,9.5912736000,10.0808281900,10.0308736400,45104821,451370314.2800,2,9.626300,1,0.498000,149.253302,3.285404,1.299118,17.788510,0
2024-10-17,sz.300975,10.0808281900,10.5404100500,10.0808281900,10.1607554700,10.0808281900,56018387,577841683.9600,2,11.955500,1,0.792900,150.436678,3.311452,1.309418,17.929548,0
2024-10-18,sz.300975,10.0408645500,10.9800100900,10.0009009100,10.6603009700,10.1607554700,65602044,692136457.9400,2,14.000900,1,4.916400,157.832778,3.474257,1.373794,18.811040,0
2024-10-21,sz.300975,10.9800100900,12.2388647500,10.8201555300,11.9091647200,10.6603009700,115107616,1325475818.1100,2,24.566400,1,11.715100,176.323029,3.881270,1.534736,21.014771,0
2024-10-22,sz.300975,11.9591192700,12.0390465500,11.1098919200,11.3097101200,11.9091647200,98833401,1134008615.6300,2,21.093200,1,-5.033600,167.447708,3.685904,1.457484,19.956980,0
2024-10-23,sz.300975,11.0099828200,11.7593010700,11.0099828200,11.0999010100,11.3097101200,73329947,831963198.0900,2,15.650200,1,-1.855100,164.341346,3.617526,1.430446,19.586753,0
2024-10-24,sz.300975,11.0999010100,11.2897283000,10.8900919000,11.0199737300,11.0999010100,40878476,454011563.9100,2,8.724300,1,-0.720100,163.157970,3.591477,1.420146,19.445715,0
2024-10-25,sz.300975,11.1398646500,11.5095283200,11.0899101000,11.2497646600,11.0199737300,52798090,597976621.7200,2,11.268200,1,2.085200,142.165011,3.692966,1.348940,-93.929104,0
2024-10-28,sz.300975,11.9890920000,13.4977194100,11.8392283500,13.4977194100,11.2497646600,95328462,1212611278.9600,2,20.345100,1,19.982200,170.572762,4.430903,1.618488,-112.698242,0
2024-10-29,sz.300975,13.4977194100,14.8664740800,12.6784647900,13.6076194200,13.4977194100,178426310,2463277035.2600,2,38.080000,1,0.814200,171.961585,4.466980,1.631666,-113.615844,0
2024-10-30,sz.300975,13.2879103000,16.1652923800,12.9482193600,14.7665649800,13.6076194200,156023106,2266492234.8300,2,33.298700,1,8.516900,186.607359,4.847427,1.770634,-123.292377,0
2024-10-31,sz.300975,14.7465831600,15.4259650400,14.0771921900,14.6766467900,14.7665649800,142204198,2090985741.7800,2,30.349400,1,-0.608900,185.471049,4.817910,1.759852,-122.541611,0
2024-11-01,sz.300975,14.2670194800,14.5867286000,12.9182466300,12.9881830000,14.6766467900,103598357,1402044536.4700,2,22.110100,1,-11.504400,164.133672,4.263637,1.557391,-108.443904,0
2024-11-04,sz.300975,12.8782829900,13.3578466700,12.6884557000,13.1380466500,12.9881830000,58302530,765328703.3400,2,12.443000,1,1.153800,166.027522,4.312833,1.575361,-109.695180,0
2024-11-05,sz.300975,13.0381375500,13.7175194300,12.9981739100,13.6775557900,13.1380466500,65625661,884473471.9000,2,14.005900,1,4.106500,172.845382,4.489938,1.640052,-114.199773,0
2024-11-06,sz.300975,14.3869104000,15.9854560000,14.0871831000,14.3169740300,13.6775557900,118827012,1761192067.9200,2,25.360200,1,4.674900,180.925809,4.699840,1.716724,-119.538549,0
2024-11-07,sz.300975,13.9373194500,14.2870013000,13.5077103200,14.0672012800,14.3169740300,79563875,1107015779.5400,2,16.980600,1,-1.744600,177.769392,4.617847,1.686774,-117.453090,0
2024-11-08,sz.300975,14.1071649200,14.7865468000,14.0572103700,14.1571194700,14.0672012800,70427137,1010434264.3000,2,15.030700,1,0.639200,178.905702,4.647364,1.697556,-118.203855,0
2024-11-11,sz.300975,13.9672921800,14.5367740500,13.6276012400,14.2770103900,14.1571194700,60333287,851372993.0400,2,12.876400,1,0.846900,180.420782,4.686721,1.711932,-119.204876,0
2024-11-12,sz.300975,14.3869104000,14.5267831400,13.4377739500,13.6375921500,14.2770103900,52666275,729538095.4500,2,11.240100,1,-4.478700,172.340355,4.476819,1.635260,-113.866099,0
2024-11-13,sz.300975,13.5077103200,13.6775557900,12.9881830000,13.6675648800,13.6375921500,38502665,514453989.6100,2,8.217300,1,0.219800,172.719125,4.486658,1.638854,-114.116354,0
2024-11-14,sz.300975,13.5177012300,13.6875467000,12.8483102600,12.8982648100,13.6675648800,30278702,399604104.5200,2,6.462100,1,-5.628700,162.997361,4.234120,1.546609,-107.693138,0
2024-11-15,sz.300975,12.8383193500,12.9781920900,12.1389556500,12.1389556500,12.8982648100,37151951,466807466.6900,2,7.929000,1,-5.886900,153.401855,3.984861,1.455561,-101.353341,0
2024-11-18,sz.300975,12.2388647500,12.3387738500,11.5395010500,12.1889102000,12.1389556500,36602814,436245527.7300,2,7.811800,1,0.411500,154.033138,4.001259,1.461551,-101.770433,0
2024-11-19,sz.300975,12.1889102000,12.8483102600,12.0790101900,12.8283284400,12.1889102000,46484282,579002529.7600,2,9.920700,1,5.245900,162.113565,4.211162,1.538223,-107.109210,0
2024-11-20,sz.300975,12.6285102400,13.1180648300,12.4286920400,12.9482193600,12.8283284400,38775807,498778728.8000,2,8.275600,1,0.934600,163.628645,4.250518,1.552599,-108.110230,0
2024-11-21,sz.300975,12.8383193500,13.0581193700,12.5385920500,12.7583920700,12.9482193600,30584280,390781371.4000,2,6.527300,1,-1.466000,161.229768,4.188204,1.529837,-106.525281,0
2024-11-22,sz.300975,12.6684738800,12.7384102500,12.0690192800,12.0690192800,12.7583920700,32597812,404616023.5200,2,6.957100,1,-5.403300,152.518058,3.961903,1.447175,-100.769412,0
2024-11-25,sz.300975,12.0290556400,12.1789192900,11.7692919800,12.1189738300,12.0690192800,23769918,284854494.8400,2,5.073000,1,0.413900,153.149341,3.978301,1.453165,-101.186504,0
2024-11-26,sz.300975,12.0190647300,12.1889102000,11.7193374300,11.7293283400,12.1189738300,19094476,227651201.8300,2,4.075200,1,-3.215200,148.225331,3.850392,1.406444,-97.933187,0
